                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 2.6274,                 2.1229,                 2.8327,                0.05508,                0.65517,                0.06705,                0.01527,                 2.6033,                 2.8497,                 2.8466,              0.0005546,              0.0005546,              0.0005546
                    148,                 2.6141,                 2.2429,                 2.8318,                0.04303,                0.75862,                0.05231,                0.01101,                 2.6079,                 2.9739,                 2.8228,              0.0005447,              0.0005447,              0.0005447
                    149,                 2.5115,                 2.1712,                 2.7781,                0.04303,                0.75862,                0.05231,                0.01101,                 2.6079,                 2.9739,                 2.8228,              0.0005348,              0.0005348,              0.0005348
                    150,                  2.527,                 2.1628,                 2.7851,                0.03833,                 0.7931,                0.06036,                 0.0134,                 2.6046,                  2.954,                 2.8112,              0.0005249,              0.0005249,              0.0005249
                    151,                 2.5619,                 2.1797,                 2.7698,                0.03833,                 0.7931,                0.06036,                 0.0134,                 2.6046,                  2.954,                 2.8112,               0.000515,               0.000515,               0.000515
                    152,                 2.6316,                 2.1798,                  2.774,                   0.04,                0.82759,                 0.0594,                0.01556,                 2.5811,                 2.9895,                 2.7772,              0.0005051,              0.0005051,              0.0005051
                    153,                 2.5213,                  2.164,                 2.8072,                   0.04,                0.82759,                 0.0594,                0.01556,                 2.5811,                 2.9895,                 2.7772,              0.0004952,              0.0004952,              0.0004952
                    154,                 2.5952,                  2.191,                 2.7888,                0.08617,                0.27586,                0.08355,                0.02088,                 2.5449,                 2.9096,                 2.7446,              0.0004853,              0.0004853,              0.0004853
                    155,                 2.5165,                 2.1588,                 2.7715,                0.08617,                0.27586,                0.08355,                0.02088,                 2.5449,                 2.9096,                 2.7446,              0.0004754,              0.0004754,              0.0004754
                    156,                 2.4936,                 2.1518,                 2.8039,                0.08856,                 0.2069,                0.10262,                 0.0284,                 2.5096,                 2.9536,                 2.6922,              0.0004655,              0.0004655,              0.0004655
                    157,                 2.5655,                 2.0853,                 2.7809,                0.08856,                 0.2069,                0.10262,                 0.0284,                 2.5096,                 2.9536,                 2.6922,              0.0004556,              0.0004556,              0.0004556
                    158,                 2.5146,                 2.0929,                 2.7273,                0.08165,                0.17241,                0.11403,                0.03547,                 2.4647,                 2.9239,                 2.6537,              0.0004457,              0.0004457,              0.0004457
                    159,                 2.6692,                 2.1159,                 2.7951,                0.08165,                0.17241,                0.11403,                0.03547,                 2.4647,                 2.9239,                 2.6537,              0.0004358,              0.0004358,              0.0004358
                    160,                 2.5751,                 2.0748,                 2.7807,                0.10872,                0.27586,                0.12662,                0.04039,                 2.4591,                 2.7942,                 2.6513,              0.0004259,              0.0004259,              0.0004259
                    161,                 2.4929,                  2.149,                 2.7554,                0.10872,                0.27586,                0.12662,                0.04039,                 2.4591,                 2.7942,                 2.6513,               0.000416,               0.000416,               0.000416
                    162,                 2.6155,                 2.1904,                 2.7488,                0.10817,                0.17241,                0.11826,                0.03882,                 2.4555,                  2.796,                 2.6208,              0.0004061,              0.0004061,              0.0004061
                    163,                 2.5769,                 2.2682,                 2.8064,                0.10817,                0.17241,                0.11826,                0.03882,                 2.4555,                  2.796,                 2.6208,              0.0003962,              0.0003962,              0.0003962
                    164,                   2.43,                 2.0782,                  2.712,                0.12257,                0.17241,                0.12398,                0.04371,                 2.4305,                 2.8937,                 2.5977,              0.0003863,              0.0003863,              0.0003863
                    165,                 2.4559,                 2.0008,                 2.6941,                0.12257,                0.17241,                0.12398,                0.04371,                 2.4305,                 2.8937,                 2.5977,              0.0003764,              0.0003764,              0.0003764
                    166,                 2.4545,                 2.0328,                 2.7322,                0.12097,                0.17241,                0.10938,                0.04033,                 2.4403,                 2.9798,                 2.6157,              0.0003665,              0.0003665,              0.0003665
                    167,                 2.3935,                 2.1072,                 2.7167,                0.12097,                0.17241,                0.10938,                0.04033,                 2.4403,                 2.9798,                 2.6157,              0.0003566,              0.0003566,              0.0003566
                    168,                 2.4274,                  2.061,                 2.7111,                0.10948,                0.17241,                0.10318,                0.03846,                 2.4458,                 2.9712,                 2.6351,              0.0003467,              0.0003467,              0.0003467
                    169,                 2.3481,                 2.0704,                 2.6941,                0.10948,                0.17241,                0.10318,                0.03846,                 2.4458,                 2.9712,                 2.6351,              0.0003368,              0.0003368,              0.0003368
                    170,                 2.4321,                 2.0258,                 2.6755,                0.14374,                0.17241,                0.11183,                0.04206,                 2.4527,                 2.8687,                 2.6439,              0.0003269,              0.0003269,              0.0003269
                    171,                  2.573,                 2.0237,                 2.7448,                0.14374,                0.17241,                0.11183,                0.04206,                 2.4527,                 2.8687,                 2.6439,               0.000317,               0.000317,               0.000317
                    172,                 2.4578,                 2.0854,                 2.7537,                0.17726,                 0.2069,                0.12308,                 0.0429,                 2.4926,                 2.6811,                 2.6743,              0.0003071,              0.0003071,              0.0003071
                    173,                 2.4931,                 2.0468,                 2.7563,                0.17726,                 0.2069,                0.12308,                 0.0429,                 2.4926,                 2.6811,                 2.6743,              0.0002972,              0.0002972,              0.0002972
                    174,                 2.6646,                  2.006,                 2.7827,                0.16155,                 0.2069,                0.12902,                0.04207,                 2.5318,                 2.6138,                 2.7052,              0.0002873,              0.0002873,              0.0002873
                    175,                 2.4475,                  2.114,                 2.6858,                0.16155,                 0.2069,                0.12902,                0.04207,                 2.5318,                 2.6138,                 2.7052,              0.0002774,              0.0002774,              0.0002774
                    176,                 2.3715,                 2.0263,                  2.686,                 0.1782,                0.24138,                0.14206,                0.04043,                 2.5874,                 2.5549,                 2.7407,              0.0002675,              0.0002675,              0.0002675
                    177,                 2.3141,                  2.082,                 2.6818,                 0.1782,                0.24138,                0.14206,                0.04043,                 2.5874,                 2.5549,                 2.7407,              0.0002576,              0.0002576,              0.0002576
                    178,                 2.3803,                  2.129,                 2.7326,                0.21166,                0.24138,                0.15145,                0.04136,                 2.6134,                 2.5668,                 2.7564,              0.0002477,              0.0002477,              0.0002477
                    179,                 2.4023,                 2.2294,                 2.7201,                0.21166,                0.24138,                0.15145,                0.04136,                 2.6134,                 2.5668,                 2.7564,              0.0002378,              0.0002378,              0.0002378
                    180,                 2.4855,                 2.1709,                 2.7767,                0.29419,                0.27586,                0.18783,                0.04818,                 2.5869,                 2.5714,                 2.7362,              0.0002279,              0.0002279,              0.0002279
                    181,                 2.6229,                 2.0769,                 2.7765,                0.29419,                0.27586,                0.18783,                0.04818,                 2.5869,                 2.5714,                 2.7362,               0.000218,               0.000218,               0.000218
                    182,                 2.4056,                 2.0984,                 2.6782,                0.29178,                0.27586,                0.19487,                0.04957,                 2.5656,                 2.5391,                 2.7174,              0.0002081,              0.0002081,              0.0002081
                    183,                 2.4527,                 1.9519,                 2.7439,                0.29178,                0.27586,                0.19487,                0.04957,                 2.5656,                 2.5391,                 2.7174,              0.0001982,              0.0001982,              0.0001982
                    184,                 2.5234,                 2.0691,                  2.756,                0.27166,                0.27586,                0.19493,                0.04601,                 2.5638,                 2.5037,                 2.7233,              0.0001883,              0.0001883,              0.0001883
                    185,                 2.3111,                 2.0411,                 2.6559,                0.27166,                0.27586,                0.19493,                0.04601,                 2.5638,                 2.5037,                 2.7233,              0.0001784,              0.0001784,              0.0001784
                    186,                 2.4236,                  1.997,                 2.7156,                0.29561,                0.33308,                0.20843,                0.04896,                 2.5335,                 2.4986,                 2.7082,              0.0001685,              0.0001685,              0.0001685
                    187,                 2.3865,                 1.9962,                 2.7332,                0.29561,                0.33308,                0.20843,                0.04896,                 2.5335,                 2.4986,                 2.7082,              0.0001586,              0.0001586,              0.0001586
                    188,                 2.4609,                 2.0491,                 2.7437,                0.27628,                0.34483,                0.22799,                0.06433,                 2.4997,                 2.5152,                 2.6753,              0.0001487,              0.0001487,              0.0001487
                    189,                 2.4885,                 1.9523,                 2.7179,                0.27628,                0.34483,                0.22799,                0.06433,                 2.4997,                 2.5152,                 2.6753,              0.0001388,              0.0001388,              0.0001388
                    190,                 2.3592,                 1.9623,                 2.6867,                0.27142,                 0.3342,                0.23508,                  0.069,                  2.463,                 2.5286,                 2.6406,              0.0001289,              0.0001289,              0.0001289
                    191,                 2.2663,                 2.3003,                 2.7127,                0.27142,                 0.3342,                0.23508,                  0.069,                  2.463,                 2.5286,                 2.6406,               0.000119,               0.000119,               0.000119
                    192,                 2.0535,                 2.1347,                 2.5805,                0.25857,                0.34483,                   0.25,                0.07506,                 2.4492,                  2.548,                 2.6299,              0.0001091,              0.0001091,              0.0001091
                    193,                  2.093,                 2.1781,                 2.6428,                0.25857,                0.34483,                   0.25,                0.07506,                 2.4492,                  2.548,                 2.6299,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                  2.115,                 2.2326,                 2.6678,                0.22619,                0.31034,                0.23272,                 0.0697,                 2.4136,                 2.5709,                 2.6065,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                 2.3337,                 2.2761,                 2.7772,                0.22619,                0.31034,                0.23272,                 0.0697,                 2.4136,                 2.5709,                 2.6065,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 2.3099,                 2.2515,                 2.6785,                0.25086,                0.31034,                0.24292,                0.07892,                 2.3821,                 2.5998,                 2.5915,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                  2.381,                 2.3203,                 2.7295,                0.25086,                0.31034,                0.24292,                0.07892,                 2.3821,                 2.5998,                 2.5915,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                 2.2507,                  2.155,                 2.6075,                0.23953,                0.31034,                0.24797,                0.08193,                 2.3628,                 2.6102,                 2.5858,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                 2.2144,                 2.1334,                 2.5982,                0.23953,                0.31034,                0.24797,                0.08193,                 2.3628,                 2.6102,                 2.5858,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                 2.1223,                  2.171,                 2.5647,                0.24943,                0.31034,                0.25554,                0.08237,                 2.3613,                 2.6077,                 2.5869,               2.99e-05,               2.99e-05,               2.99e-05
